Geneid	Chr	Start	End	Strand	Length	...data.ly_2024.ribo.chx.SRR24230465Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230467Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230469Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230471Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230480Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.chx.SRR24230482Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230464Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230468Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230470Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230481Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230483Aligned.sortedByCoord.out.bam	...data.ly_2024.ribo.har.SRR24230485Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230462Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230466Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230472Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230474Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230477Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.chx.SRR24230479Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230463Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230473Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230475Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230476Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230478Aligned.sortedByCoord.out.bam	...data.ly_2024.rna.har.SRR24230484Aligned.sortedByCoord.out.bam
207864	ENSG00000121864.10	chr3	179337030	179337206	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247085	ENSG00000198663.17	chr6	36886027	36923441	+	37415	589	435	208	206	735	546	347	520	551	1109	290	654	104	210	131	142	66	204	126	113	127	124	80	112
118954	ENSG00000131148.9	chr16	85779637	85779642	-	6	0	0	0	0	0	0	0	1	0	1	0	1	1	3	3	3	3	13	1	1	3	3	5	4
44500	ENSG00000185101.13	chr11	418371	441926	-	23556	4	1	4	0	4	2	2	4	7	4	3	4	28	46	41	31	63	71	14	42	22	46	56	80
132745	ENSG00000181409.14	chr17	81166036	81166071	-	36	1	0	0	0	0	1	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1
281995	ENSG00000079102.18	chr8	91958683	91958709	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241672	ENSG00000169220.18	chr5	177372353	177372578	+	226	1	1	0	0	12	7	0	0	1	6	0	2	1	1	3	1	2	5	1	2	0	4	4	3
119045	ENSG00000103264.18	chr16	87327914	87328029	-	116	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	1	1	2	1	0	1	0
83529	ENSG00000136108.15	chr13	52455557	52475141	+	19585	3488	2330	1816	2122	1901	1799	2162	3194	5561	4575	4234	2239	399	809	374	564	212	687	657	461	668	588	318	425
137079	ENSG00000154839.10	chr18	50393109	50393151	+	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259795	ENSG00000174945.14	chr7	2713829	2713882	+	54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187064	ENSG00000100077.16	chr22	25722684	25722737	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
254808	ENSG00000111885.7	chr6	119179724	119179738	-	15	0	0	0	0	0	0	1	1	0	1	0	1	0	5	1	0	1	3	2	0	1	2	2	1
235075	ENSG00000173926.6	chr5	126869624	126869662	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123545	ENSG00000109111.15	chr17	28702002	28702016	+	15	0	0	0	0	0	2	0	0	3	0	0	0	2	1	2	6	0	9	3	2	3	3	2	2
224361	ENSG00000196104.11	chr4	166733750	166733778	-	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46468	ENSG00000130413.16	chr11	8567267	8567293	-	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53272	ENSG00000110066.16	chr11	68157312	68157379	-	68	0	0	0	0	0	0	0	0	0	1	0	1	6	3	5	0	0	14	6	1	4	3	0	3
206527	ENSG00000163590.14	chr3	161075309	161075314	+	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
305838	ENSG00000072315.4	chrX	111768928	111768972	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138952	ENSG00000171451.15	chr18	67506971	67507029	-	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284263	ENSG00000064313.13	chr8	119731341	119731562	-	222	0	0	3	0	1	2	0	0	2	12	6	15	21	28	15	32	13	70	22	21	25	19	27	31
198704	ENSG00000175161.14	chr3	86073755	86073838	+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241598	ENSG00000113761.12	chr5	177080869	177080886	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183595	ENSG00000159082.18	chr21	32629216	32629236	-	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
184990	ENSG00000141956.14	chr21	41798724	41798735	-	12	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	6	0	0	0	1	1	0
286666	ENSG00000170777.11	chr9	6331484	6331501	+	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130617	ENSG00000120063.10	chr17	65010271	65010297	-	27	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0
246079	ENSG00000204310.13	chr6	32169276	32171496	-	2221	17	17	3	5	95	88	12	24	15	123	5	58	14	32	17	34	14	63	17	19	15	24	31	26
90232	ENSG00000180008.9	chr14	55048663	55048668	+	6	0	0	0	1	1	1	0	0	0	0	0	4	1	3	1	2	1	4	0	3	3	2	0	6
178890	ENSG00000285382.1	chr20	32743438	32743488	-	51	54	22	11	6	16	14	34	64	31	84	36	44	2	1	5	2	5	18	0	2	2	3	6	8
276561	ENSG00000104756.17	chr8	25429350	25429536	-	187	0	1	0	2	0	0	0	0	3	0	0	4	4	9	2	5	4	1	5	4	3	5	6	2
136668	ENSG00000175387.16	chr18	47829369	47829377	-	9	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	2	0	1	0	0
60101	ENSG00000154144.13	chr11	124632254	124632280	+	27	0	0	0	0	2	0	2	0	0	0	0	0	1	2	0	3	2	9	1	0	1	1	2	3
168239	ENSG00000144320.14	chr2	175926529	175926558	-	30	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	4	0	1	0	0	0	1
252802	ENSG00000085377.15	chr6	105451241	105454034	-	2794	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
112243	ENSG00000103550.14	chr16	19706200	19706294	-	95	0	0	0	0	0	0	0	0	0	3	0	1	6	1	3	4	9	10	1	4	0	6	5	4
135985	ENSG00000078142.14	chr18	42083278	42083283	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
230773	ENSG00000157107.14	chr5	73088735	73088770	+	36	1	0	0	0	0	0	0	0	2	0	0	0	1	3	3	1	1	2	6	1	0	0	3	0
104024	ENSG00000197361.8	chr15	63602319	63602342	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209846	ENSG00000184203.8	chr3	195515950	195515970	-	21	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	6	5	13	1	1	2	3	3	1
291514	ENSG00000188312.15	chr9	92615958	92616067	+	110	23	17	3	5	36	17	7	12	27	26	12	14	0	10	4	9	2	11	5	3	6	5	9	10
189174	ENSG00000128268.12	chr22	39489498	39489660	+	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
36086	ENSG00000183230.18	chr10	65918419	65918605	-	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
82171	ENSG00000120658.14	chr13	43213718	43213732	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9182	ENSG00000125703.15	chr1	62865297	62865350	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103746	ENSG00000069667.16	chr15	60497205	60497234	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
88852	ENSG00000176435.7	chr14	38254468	38254503	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155743	ENSG00000277893.2	chr2	31523683	31523712	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165206	ENSG00000121989.15	chr2	147927388	147927414	+	27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	2	3	1	0	0	0
309944	ENSG00000155961.5	chrX	155260803	155264288	-	3486	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0
25196	ENSG00000143858.12	chr1	202592135	202592188	-	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269215	ENSG00000253276.5	chr7	106654781	106654801	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302304	ENSG00000089472.18	chrX	66268087	66268101	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1498	ENSG00000177000.13	chr1	11787070	11787264	-	195	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	1	6	3	4	5	2	2	0
188409	ENSG00000100320.24	chr22	35740881	35740919	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60587	ENSG00000150455.15	chr11	126294912	126294935	+	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
261421	ENSG00000136237.20	chr7	22120476	22120545	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235757	ENSG00000053108.18	chr5	133197860	133197880	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165671	ENSG00000182389.20	chr2	151836409	151836426	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4518	ENSG00000180098.9	chr1	28578171	28578314	+	144	1	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	2	3	0	2	0	0	1
212954	ENSG00000109787.13	chr4	38699305	38699318	+	14	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	2	0	0	0	1
4695	ENSG00000162510.6	chr1	30711822	30711851	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294246	ENSG00000106948.17	chr9	114381351	114381368	-	18	0	0	0	1	0	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0
123757	ENSG00000160551.12	chr17	29545310	29545351	+	42	0	1	3	0	2	1	0	0	1	4	3	2	3	7	8	5	7	19	6	11	6	2	6	7
74984	ENSG00000017427.17	chr12	102400295	102400443	-	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108360	ENSG00000140526.18	chr15	89196167	89196247	+	81	0	0	0	1	0	0	0	0	0	0	0	0	4	5	2	4	4	4	5	3	3	4	4	4
16436	ENSG00000131781.13	chr1	147225544	147225615	-	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26691	ENSG00000162757.4	chr1	209779595	209779615	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53705	ENSG00000162129.15	chr11	72286705	72286764	-	60	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	2
292381	ENSG00000106789.13	chr9	98122754	98122870	-	117	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	2	4	3	1	0	2	0	1
197838	ENSG00000151276.24	chr3	65354679	65354705	-	27	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	2	2	1	0	1	1	0	2	1
256592	ENSG00000203734.13	chr6	138903066	138903126	+	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294220	ENSG00000196739.15	chr9	114311419	114311515	+	97	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1	1	4	3	1	2	4	2	1
26715	ENSG00000117597.18	chr1	209854027	209854080	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0
280532	ENSG00000175606.11	chr8	73982345	73982386	+	42	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0
82526	ENSG00000123200.17	chr13	45955586	45955673	-	88	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	2	7	0	2	0	3	3	2
199688	ENSG00000114021.12	chr3	100359560	100359589	+	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0
43755	ENSG00000019995.6	chr10	124985674	124985694	+	21	0	0	1	0	0	1	0	0	1	2	0	0	1	2	2	6	0	0	1	2	3	0	1	1
74659	ENSG00000166153.17	chr12	100204173	100204244	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
233418	ENSG00000145725.21	chr5	103211062	103211100	+	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
20400	ENSG00000162733.19	chr1	162785533	162785562	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136044	ENSG00000132872.12	chr18	43268729	43268785	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37492	ENSG00000156113.25	chr10	76871855	76871884	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137445	ENSG00000166845.15	chr18	54381581	54381705	+	125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0
113793	ENSG00000156860.16	chr16	30670572	30670700	+	129	1	0	2	0	3	3	0	2	4	13	3	2	2	11	5	15	7	26	3	8	9	10	16	18
204468	ENSG00000114125.14	chr3	141747001	141747015	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
131674	ENSG00000180901.11	chr17	75063505	75063583	+	79	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	10	2	1	0	4	1	1
74059	ENSG00000198015.14	chr12	93507159	93507255	+	97	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	4	3	1	2	1	5	3	1	4
309750	ENSG00000184033.14	chrX	154617761	154619218	-	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243475	ENSG00000145990.11	chr6	13359102	13359352	-	251	0	0	2	0	0	0	1	0	0	0	2	1	5	7	0	7	0	8	5	4	5	5	0	0
159649	ENSG00000187605.17	chr2	74107490	74107495	+	6	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	4	2	3	0	1	1	0
2777	ENSG00000127483.19	chr1	20742667	20742727	-	61	0	0	1	1	2	4	2	2	3	7	3	21	13	9	6	11	14	28	15	9	9	9	9	2
17749	ENSG00000203785.9	chr1	153093533	153093751	-	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269632	ENSG00000173114.13	chr7	111124927	111124968	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
76662	ENSG00000111275.13	chr12	111812945	111812950	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100100	ENSG00000140320.12	chr15	40466973	40467089	+	117	0	0	0	1	0	0	0	0	0	0	0	1	5	5	4	3	1	12	4	4	8	4	5	5
109679	ENSG00000162009.10	chr16	1064417	1064551	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
271883	ENSG00000105894.13	chr7	137227453	137227488	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19512	ENSG00000213085.10	chr1	159872417	159872461	-	45	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0
80143	ENSG00000165566.13	chr13	25165953	25166045	-	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232425	ENSG00000081189.17	chr5	88721083	88721100	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221571	ENSG00000164074.17	chr4	128039760	128039891	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300389	ENSG00000251192.8	chrX	46498046	46498078	-	33	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	1	1
255811	ENSG00000079950.14	chr6	132460042	132460080	-	39	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	11	3	2	2	1	1	3
135754	ENSG00000186496.12	chr18	35366885	35366902	-	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34827	ENSG00000277758.6	chr10	47749323	47749552	-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
86479	ENSG00000130177.16	chr13	114272507	114272515	+	9	0	0	0	0	0	1	0	0	2	0	2	5	2	3	0	4	1	11	1	4	1	0	2	1
133820	ENSG00000154845.16	chr18	9546818	9546876	-	59	1	0	1	0	1	1	1	0	0	2	0	6	4	10	2	7	3	14	1	4	1	5	3	3
307003	ENSG00000101966.14	chrX	123908481	123908501	+	21	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	2	0	3	2	3	0	2	1	1
182514	ENSG00000130589.16	chr20	63558716	63558894	-	179	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	2	3	0	0	0	0	0	0
78912	ENSG00000151948.12	chr12	128984406	128984420	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75936	ENSG00000174600.14	chr12	108289159	108289330	-	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228736	ENSG00000016082.15	chr5	51393998	51394227	+	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27365	ENSG00000117707.17	chr1	214039706	214039720	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76141	ENSG00000166111.10	chr12	108910544	108910573	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87938	ENSG00000213903.9	chr14	24317534	24317575	+	42	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
133954	ENSG00000134265.13	chr18	10550268	10550349	+	82	0	0	1	2	1	1	0	1	0	3	0	2	8	10	2	6	7	30	8	11	6	8	6	16
135087	ENSG00000170558.10	chr18	27951640	27951716	-	77	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	2	1	0	0	0
158985	ENSG00000115977.21	chr2	69461109	69461117	-	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
269801	ENSG00000164604.14	chr7	113083312	113083364	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
293495	ENSG00000198121.15	chr9	110874457	110874515	-	59	0	0	0	2	2	0	0	2	0	2	0	4	2	3	0	0	2	10	3	5	0	3	1	7
83192	ENSG00000186047.11	chr13	50712397	50712543	-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42155	ENSG00000196865.4	chr10	113915307	113915321	+	15	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	2	4	5	1	1	0	3	4	2
224071	ENSG00000145416.14	chr4	163525470	163525484	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
237707	ENSG00000183775.11	chr5	144480685	144480693	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141116	ENSG00000130382.9	chr19	6211186	6211230	-	45	0	0	1	0	0	0	0	0	1	1	0	1	14	11	6	5	13	29	6	5	16	7	11	15
93926	ENSG00000100580.8	chr14	77335844	77335883	-	40	0	0	0	0	0	0	0	1	0	2	0	1	2	4	0	4	0	5	0	0	1	1	3	1
276810	ENSG00000147419.19	chr8	27734068	27734128	-	61	1	0	0	0	0	0	0	0	2	4	1	1	3	4	0	4	3	3	0	2	1	2	7	8
26226	ENSG00000143486.16	chr1	206612389	206612442	-	54	141	105	163	161	144	66	161	180	336	538	163	279	3	4	4	5	3	7	3	1	5	5	9	9
185443	ENSG00000160216.21	chr21	43986595	43986717	+	123	0	0	0	0	0	0	0	0	3	0	0	0	6	9	3	5	1	3	2	3	4	2	4	4
91194	ENSG00000126814.7	chr14	60974062	60974073	-	12	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	2
301064	ENSG00000273820.2	chrX	49882401	49882471	+	71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
121467	ENSG00000129244.9	chr17	7656326	7656418	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
19360	ENSG00000163565.20	chr1	158999990	159000018	+	29	0	2	1	2	1	0	2	1	2	11	5	5	0	0	0	0	0	0	0	0	0	0	0	0
284488	ENSG00000156795.8	chr8	123468726	123468746	+	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116241	ENSG00000135720.13	chr16	66723375	66723398	-	24	0	0	0	0	0	0	0	0	0	1	1	1	5	8	6	4	6	12	4	9	3	3	10	8
214908	ENSG00000134853.12	chr4	54296274	54296279	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183025	ENSG00000154721.15	chr21	25717159	25717191	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95387	ENSG00000100784.12	chr14	90853830	90854041	-	212	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36385	ENSG00000060339.14	chr10	68792319	68792338	+	20	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	4	3	1	1	0	3	3	2	2
101138	ENSG00000104131.13	chr15	44561569	44561607	+	39	0	1	2	1	5	2	0	0	3	7	0	19	9	23	14	23	11	62	21	11	22	17	21	31
205147	ENSG00000071794.16	chr3	149031422	149031454	-	33	0	0	0	0	0	0	0	0	5	1	1	2	2	2	0	5	2	2	4	1	4	3	3	4
101450	ENSG00000104177.20	chr15	48139093	48139145	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298815	ENSG00000169891.18	chrX	17152098	17152103	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29343	ENSG00000162946.24	chr1	232039346	232039354	+	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178231	ENSG00000125813.15	chr20	21717609	21717629	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70508	ENSG00000185306.13	chr12	64265456	64265464	-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197468	ENSG00000168309.18	chr3	58564855	58564887	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231959	ENSG00000152380.10	chr5	80542386	80542436	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
83653	ENSG00000165416.15	chr13	52699169	52699220	+	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	1	0	3	1	2	0
81490	ENSG00000120686.12	chr13	38362947	38363151	+	205	1	0	0	1	1	0	1	0	0	4	0	3	2	3	1	2	5	2	1	5	1	1	3	1
243518	ENSG00000124523.17	chr6	13611927	13611979	+	53	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	0	2	1	2	0	0	1	6
155315	ENSG00000115204.15	chr2	27324860	27325015	-	156	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
74441	ENSG00000111144.10	chr12	96043463	96043477	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167901	ENSG00000172845.18	chr2	173881002	173881569	-	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41218	ENSG00000148842.18	chr10	103087510	103087539	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0
198571	ENSG00000185008.19	chr3	75937494	77646118	+	1708625	54	43	60	44	105	75	59	67	150	144	81	93	52	82	69	67	48	109	59	28	63	48	47	182
285438	ENSG00000123908.12	chr8	140531865	140531900	-	36	0	1	2	1	0	3	0	0	3	8	4	6	27	23	5	24	13	36	20	13	21	19	10	12
289247	ENSG00000196092.14	chr9	36837722	36838078	-	357	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214427	ENSG00000074966.12	chr4	48066785	48066790	-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106467	ENSG00000140374.17	chr15	76216271	76216285	-	15	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	2	1	1	0	1	1	0	2	2
47695	ENSG00000110768.12	chr11	18366145	18366201	+	57	0	0	1	0	1	0	0	0	1	0	0	1	4	2	7	3	6	15	8	4	7	4	4	11
48775	ENSG00000135378.4	chr11	32854830	32854919	+	90	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	4	3	0	1	1	2	2	4	0
61449	ENSG00000060237.19	chr12	910559	910603	+	45	2	2	2	1	2	0	1	4	0	1	0	5	12	22	10	20	24	34	16	18	16	28	20	23
174361	ENSG00000144460.13	chr2	225729714	225729719	+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119691	ENSG00000179409.11	chr17	744564	744572	-	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	1	0	2
